"MonitoringLocationIdentifier","OrganizationIdentifier.x","MonitoringLocationName","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","OrganizationIdentifier.y","ActivityStartDate","ResultDetectionConditionText","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","TotalN","Year","Month","Date"
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2014-08-01","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.58,"mg/l","",NA,"",0.58,2014,8,2014-08-01
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-06-14","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",5.3,"mg/l NO3",0.598635,1990,6,1990-06-14
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2002-10-11","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",2.6,"mg/l","",NA,"",2.6,2002,10,2002-10-11
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2001-04-10","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.57,"mg/l","",NA,"",0.57,2001,4,2001-04-10
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1995-05-24","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.96,"mg/l","",NA,"",0.96,1995,5,1995-05-24
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-08-06","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",3.1,"mg/l NO3","",NA,"",0.70029,1990,8,1990-08-06
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1991-07-29","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.9,"mg/l","",NA,"",1.9,1991,7,1991-07-29
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1991-07-29","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",8.4,"mg/l NO3","",NA,"",1.89756,1991,7,1991-07-29
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-10-25","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.8,"mg/l","",NA,"",1.8,1990,10,1990-10-25
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2009-02-12","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.86,"mg/l","",NA,"",0.86,2009,2,2009-02-12
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1992-05-06","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.1,"mg/l",0.55,1992,5,1992-05-06
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2017-06-09","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.2,"mg/l","",NA,"",1.2,2017,6,2017-06-09
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1991-04-16","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",3.8,"mg/l NO3","",NA,"",0.85842,1991,4,1991-04-16
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1991-12-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.44,"mg/l","",NA,"",0.44,1991,12,1991-12-04
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1991-12-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.9,"mg/l NO3","",NA,"",0.42921,1991,12,1991-12-04
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1991-02-26","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",4.4,"mg/l NO3","",NA,"",0.99396,1991,2,1991-02-26
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2008-10-17","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.43,"mg/l","",NA,"",0.43,2008,10,2008-10-17
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2008-06-02","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.82,"mg/l","",NA,"",0.82,2008,6,2008-06-02
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-01-10","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1,"mg/l","",NA,"",1,1990,1,1990-01-10
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-01-10","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",4.4,"mg/l NO3","",NA,"",0.99396,1990,1,1990-01-10
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1992-06-03","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.2,"mg/l","",NA,"",1.2,1992,6,1992-06-03
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2000-09-14","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.1,"mg/l","",NA,"",1.1,2000,9,2000-09-14
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1996-01-23","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.95,"mg/l",0.475,1996,1,1996-01-23
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1993-08-02","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.85,"mg/l","",NA,"",0.85,1993,8,1993-08-02
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2006-02-08","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.82,"mg/l","",NA,"",0.82,2006,2,2006-02-08
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2003-06-30","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.97,"mg/l","",NA,"",0.97,2003,6,2003-06-30
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2010-06-15","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.1,"mg/l","",NA,"",1.1,2010,6,2010-06-15
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2000-04-13","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.73,"mg/l","",NA,"",0.73,2000,4,2000-04-13
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-04-30","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1,"mg/l","",NA,"",1,1990,4,1990-04-30
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1996-10-24","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.85,"mg/l","",NA,"",0.85,1996,10,1996-10-24
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1996-10-08","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.4,"mg/l","",NA,"",1.4,1996,10,1996-10-08
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1991-03-27","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.65,"mg/l","",NA,"",0.65,1991,3,1991-03-27
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1991-03-27","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",2.9,"mg/l NO3","",NA,"",0.65511,1991,3,1991-03-27
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1997-05-21","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.83,"mg/l","",NA,"",0.83,1997,5,1997-05-21
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1999-04-08","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.7,"mg/l","",NA,"",0.7,1999,4,1999-04-08
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-03-22","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",4,"mg/l NO3","",NA,"",0.9036,1990,3,1990-03-22
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2017-10-27","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.26,"mg/l",0.13,2017,10,2017-10-27
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2015-10-01","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.66,"mg/l","",NA,"",0.66,2015,10,2015-10-01
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1995-04-19","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.84,"mg/l","",NA,"",0.84,1995,4,1995-04-19
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-11-19","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",4,"mg/l NO3","",NA,"",0.9036,1990,11,1990-11-19
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1997-12-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.55,"mg/l","",NA,"",0.55,1997,12,1997-12-04
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1996-12-06","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.61,"mg/l","",NA,"",0.61,1996,12,1996-12-06
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-08-06","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.7,"mg/l","",NA,"",0.7,1990,8,1990-08-06
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1992-02-06","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.85,"mg/l",0.425,1992,2,1992-02-06
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1995-03-16","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.81,"mg/l","",NA,"",0.81,1995,3,1995-03-16
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1995-01-19","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.1,"mg/l","",NA,"",1.1,1995,1,1995-01-19
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1996-08-14","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.2,"mg/l","",NA,"",1.2,1996,8,1996-08-14
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1991-04-16","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.85,"mg/l","",NA,"",0.85,1991,4,1991-04-16
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1995-12-08","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.82,"mg/l","",NA,"",0.82,1995,12,1995-12-08
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2001-06-14","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1,"mg/l","",NA,"",1,2001,6,2001-06-14
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-07-17","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.9,"mg/l","",NA,"",0.9,1990,7,1990-07-17
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-07-17","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",4,"mg/l NO3","",NA,"",0.9036,1990,7,1990-07-17
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1995-10-24","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.5,"mg/l","",NA,"",1.5,1995,10,1995-10-24
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1998-12-10","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.33,"mg/l",0.165,1998,12,1998-12-10
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-09-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.6,"mg/l","",NA,"",0.6,1990,9,1990-09-04
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-09-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",2.7,"mg/l NO3","",NA,"",0.60993,1990,9,1990-09-04
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1995-08-08","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.2,"mg/l","",NA,"",1.2,1995,8,1995-08-08
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-11-19","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.9,"mg/l","",NA,"",0.9,1990,11,1990-11-19
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1992-07-14","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.3,"mg/l","",NA,"",1.3,1992,7,1992-07-14
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1993-03-30","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.76,"mg/l","",NA,"",0.76,1993,3,1993-03-30
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1995-06-06","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.2,"mg/l","",NA,"",1.2,1995,6,1995-06-06
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1992-03-12","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",3,"mg/l NO3","",NA,"",0.6777,1992,3,1992-03-12
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-02-21","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.8,"mg/l","",NA,"",0.8,1990,2,1990-02-21
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-06-14","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.2,"mg/l",0.6,1990,6,1990-06-14
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","2002-10-31","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.1,"mg/l","",NA,"",1.1,2002,10,2002-10-31
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1992-09-02","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.8,"mg/l","",NA,"",1.8,1992,9,1992-09-02
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1992-03-12","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.68,"mg/l","",NA,"",0.68,1992,3,1992-03-12
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1996-03-20","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.54,"mg/l","",NA,"",0.54,1996,3,1996-03-20
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1992-01-13","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",5.8,"mg/l NO3",0.65511,1992,1,1992-01-13
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1992-12-02","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.7,"mg/l","",NA,"",1.7,1992,12,1992-12-02
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1990-02-21","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",3.5,"mg/l NO3","",NA,"",0.79065,1990,2,1990-02-21
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1992-08-04","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.2,"mg/l","",NA,"",1.2,1992,8,1992-08-04
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1992-02-06","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",3.8,"mg/l NO3",0.42921,1992,2,1992-02-06
"USGS-02096846","USGS-NC","CANE CREEK NEAR ORANGE GROVE, NC",7.54,"sq mi",35.9872222,-79.2061111,"USGS-NC","1997-09-09","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.32,"mg/l","",NA,"",0.32,1997,9,1997-09-09
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","1989-08-23","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",3.1,"mg/l NO3","",NA,"",0.70029,1989,8,1989-08-23
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","2014-06-18","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.7,"mg/l",0.35,2014,6,2014-06-18
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","1999-10-28","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",3.1,"mg/l",1.55,1999,10,1999-10-28
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","2013-06-12","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.96,"mg/l","",NA,"",0.96,2013,6,2013-06-12
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","1989-06-28","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.8,"mg/l",0.4,1989,6,1989-06-28
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","1989-10-12","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",9.3,"mg/l NO3","",NA,"",2.10087,1989,10,1989-10-12
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","2012-04-10","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1,"mg/l","",NA,"",1,2012,4,2012-04-10
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","2016-04-06","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1,"mg/l","",NA,"",1,2016,4,2016-04-06
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","2012-10-01","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",1.6,"mg/l",0.8,2012,10,2012-10-01
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","2013-06-12","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.98,"mg/l","",NA,"",0.98,2013,6,2013-06-12
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","2008-04-21","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",1.5,"mg/l","",NA,"",1.5,2008,4,2008-04-21
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","2016-04-06","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",0.77,"mg/l","",NA,"",0.77,2016,4,2016-04-06
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","1993-08-05","Not Detected","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",NA,"","Historical Lower Reporting Limit",0.45,"mg/l",0.225,1993,8,1993-08-05
"USGS-0209684980","USGS-NC","CANE CR RESERVOIR AT DAM NR WHITE CROSS, NC",31.4,"sq mi",35.95,-79.2411111,"USGS-NC","1989-04-26","","Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)","Total",8.9,"mg/l NO3","",NA,"",2.01051,1989,4,1989-04-26
